,Location,Number of rooms,Floor number,Area of apartment,Price,Currency,Date,Condition,Document status
210,Azadlıq Prospekti m.,2 otaqlı,8/16 mərtəbə,85 m²,153 000,AZN,2024-11-22,Təmirsiz,Müqavilə
211,Nəsimi m.,2 otaqlı,15/17 mərtəbə,115 m²,200 000,AZN,2024-10-29,Təmirli,Çıxarış var
212,Binəqədi r.,2 otaqlı,3/10 mərtəbə,75 m²,180 000,AZN,2024-10-30,Təmirli,Çıxarış var
213,Nəriman Nərimanov m.,4 otaqlı,16/17 mərtəbə,205 m²,795 000,AZN,2024-10-26,Təmirli,Müqavilə
214,Nizami m.,4 otaqlı,6/19 mərtəbə,215 m²,615 000,AZN,2024-09-19,Təmirli,Çıxarış var
215,Nizami m.,4 otaqlı,5/15 mərtəbə,192 m²,400 000,AZN,2024-11-22,Təmirsiz,Çıxarış var
216,Hövsan q.,4 otaqlı,4/9 mərtəbə,100 m²,118 000,AZN,2024-11-22,Təmirli,Çıxarış var
217,Ağ şəhər q.,3 otaqlı,2/8 mərtəbə,132 m²,436 000,AZN,2024-11-21,Təmirsiz,Müqavilə
218,Nərimanov r.,7 otaqlı,9/10 mərtəbə,202 m²,340 000,AZN,2024-11-14,Təmirsiz,Çıxarış var
219,İnşaatçılar m.,4 otaqlı,7/19 mərtəbə,176 m²,300 000,AZN,2024-11-08,Təmirsiz,Müqavilə
220,28 May m.,3 otaqlı,14/16 mərtəbə,79 m²,240 000,AZN,2024-11-15,Təmirli,Müqavilə
221,İnşaatçılar m.,3 otaqlı,3/18 mərtəbə,120 m²,250 000,AZN,2024-11-22,Təmirli,Çıxarış var
222,28 May m.,3 otaqlı,7/16 mərtəbə,83 m²,259 500,AZN,2024-11-21,Təmirli,Müqavilə
223,Yeni Yasamal q.,4 otaqlı,11/17 mərtəbə,132 m²,237 000,AZN,2024-10-23,Təmirli,Çıxarış var
224,Nardaran q.,1 otaqlı,1/8 mərtəbə,58.8 m²,209 916,AZN,2024-07-04,Təmirsiz,Müqavilə
225,Badamdar q.,2 otaqlı,6/7 mərtəbə,125 m²,250 000,AZN,2024-11-16,Təmirsiz,Çıxarış var
226,Həzi Aslanov m.,3 otaqlı,3/19 mərtəbə,126 m²,209 000,AZN,2024-11-21,Təmirsiz,Çıxarış var
227,Elmlər Akademiyası m.,3 otaqlı,4/17 mərtəbə,92 m²,154 000,AZN,2024-10-14,Təmirli,Müqavilə
228,Elmlər Akademiyası m.,3 otaqlı,20/21 mərtəbə,108 m²,239 000,AZN,2024-11-18,Təmirli,Müqavilə
229,İnşaatçılar m.,3 otaqlı,3/18 mərtəbə,80 m²,264 000,AZN,2024-11-22,Təmirli,Çıxarış var
230,Hövsan q.,2 otaqlı,6/9 mərtəbə,59 m²,89 000,AZN,2024-11-22,Təmirli,Çıxarış var
231,Ağ şəhər q.,3 otaqlı,15/20 mərtəbə,119.3 m²,290 000,AZN,2024-09-21,Təmirli,Çıxarış var
232,Nəsimi r.,3 otaqlı,6/16 mərtəbə,97.6 m²,380 000,AZN,2024-11-07,Təmirli,Çıxarış var
233,Elmlər Akademiyası m.,4 otaqlı,10/11 mərtəbə,312 m²,450 000,AZN,2024-11-11,Təmirsiz,Çıxarış var
234,8 Noyabr m.,3 otaqlı,6/27 mərtəbə,148 m²,329 990,AZN,2024-11-22,Təmirli,Çıxarış var
235,Elmlər Akademiyası m.,3 otaqlı,11/18 mərtəbə,132 m²,230 000,AZN,2024-11-22,Təmirli,Müqavilə
236,20 Yanvar m.,2 otaqlı,6/17 mərtəbə,56 m²,147 000,AZN,2024-06-22,Təmirli,Çıxarış var
237,Elmlər Akademiyası m.,3 otaqlı,9/10 mərtəbə,90 m²,255 000,AZN,2024-11-20,Təmirli,Çıxarış var
238,Gənclik m.,3 otaqlı,10/18 mərtəbə,155.2 m²,430 000,AZN,2024-02-23,Təmirsiz,Çıxarış var
239,Azadlıq Prospekti m.,5 otaqlı,3/5 mərtəbə,150 m²,378 000,AZN,2024-10-31,Təmirli,Çıxarış var
240,Masazır q.,2 otaqlı,5/8 mərtəbə,60 m²,87 000,AZN,2024-11-22,Təmirli,Müqavilə
241,Masazır q.,2 otaqlı,5/6 mərtəbə,44 m²,55 500,AZN,2024-11-22,Təmirli,Çıxarış var
242,İnşaatçılar m.,2 otaqlı,4/20 mərtəbə,83 m²,218 000,AZN,2023-10-03,Təmirli,Çıxarış var
243,Neftçilər m.,4 otaqlı,9/12 mərtəbə,134 m²,290 000,AZN,2024-11-22,Təmirli,Çıxarış var
244,Nəsimi r.,3 otaqlı,3/14 mərtəbə,150 m²,340 000,AZN,2024-10-08,Təmirli,Çıxarış var
245,Xalqlar Dostluğu m.,3 otaqlı,12/14 mərtəbə,106 m²,190 000,AZN,2024-11-22,Təmirli,Çıxarış var
246,Həzi Aslanov m.,2 otaqlı,2/19 mərtəbə,85 m²,198 000,AZN,2024-11-19,Təmirli,Çıxarış var
247,Nərimanov r.,1 otaqlı,3/16 mərtəbə,35 m²,99 000,AZN,2024-11-18,Təmirsiz,Müqavilə
248,Nardaran q.,1 otaqlı,6/7 mərtəbə,70 m²,265 000,AZN,2024-10-06,Təmirsiz,Müqavilə
249,Nardaran q.,1 otaqlı,6/7 mərtəbə,53 m²,195 000,AZN,2023-12-24,Təmirsiz,Müqavilə
250,28 May m.,2 otaqlı,17/17 mərtəbə,70 m²,174 000,AZN,2024-10-27,Təmirli,Çıxarış var
251,Nardaran q.,2 otaqlı,2/7 mərtəbə,107 m²,355 000,AZN,2024-02-03,Təmirsiz,Müqavilə
252,8 Noyabr m.,3 otaqlı,6/27 mərtəbə,148 m²,333 000,AZN,2024-11-20,Təmirli,Çıxarış var
253,Nərimanov r.,3 otaqlı,15/17 mərtəbə,138 m²,370 000,AZN,2024-11-16,Təmirli,Çıxarış var
254,Xəzər r.,2 otaqlı,6/19 mərtəbə,65 m²,120 000,AZN,2024-10-04,Təmirli,Çıxarış var
255,Nardaran q.,2 otaqlı,5/8 mərtəbə,73 m²,417 000,AZN,2024-09-11,Təmirli,Müqavilə
256,Nəriman Nərimanov m.,4 otaqlı,16/16 mərtəbə,322 m²,417 999,AZN,2024-11-09,Təmirli,Çıxarış var
257,Nardaran q.,2 otaqlı,3/8 mərtəbə,84 m²,430 000,AZN,2024-01-13,Təmirli,Müqavilə
258,Nəsimi r.,2 otaqlı,9/18 mərtəbə,60 m²,131 000,AZN,2024-11-07,Təmirli,Çıxarış var
259,20 Yanvar m.,1 otaqlı,17/18 mərtəbə,32 m²,86 000,AZN,2024-11-06,Təmirli,Çıxarış var
260,Nəriman Nərimanov m.,2 otaqlı,9/14 mərtəbə,68.2 m²,164 000,AZN,2024-09-05,Təmirsiz,Çıxarış var
261,Nardaran q.,1 otaqlı,5/9 mərtəbə,57 m²,80 700,AZN,2024-11-18,Təmirsiz,Müqavilə
262,Memar Əcəmi m.,2 otaqlı,12/15 mərtəbə,72 m²,169 000,AZN,2024-10-24,Təmirli,Çıxarış var
263,Masazır q.,3 otaqlı,2/6 mərtəbə,75 m²,94 500,AZN,2024-11-11,Təmirli,Çıxarış var
264,Masazır q.,2 otaqlı,2/6 mərtəbə,57 m²,70 000,AZN,2024-11-11,Təmirli,Çıxarış var
265,Nərimanov r.,3 otaqlı,7/18 mərtəbə,85 m²,275 000,AZN,2024-11-22,Təmirli,Müqavilə
266,Nizami m.,4 otaqlı,17/23 mərtəbə,204 m²,600 000,AZN,2024-11-19,Təmirli,Çıxarış var
267,Şah İsmayıl Xətai m.,3 otaqlı,6/19 mərtəbə,191 m²,800 000,AZN,2024-11-20,Təmirsiz,Müqavilə
268,Masazır q.,3 otaqlı,6/9 mərtəbə,90 m²,130 000,AZN,2024-11-11,Təmirli,Çıxarış var
269,8 Noyabr m.,2 otaqlı,6/18 mərtəbə,72 m²,154 000,AZN,2024-10-16,Təmirsiz,Çıxarış var
270,Masazır q.,2 otaqlı,3/10 mərtəbə,64 m²,95 000,AZN,2024-11-11,Təmirli,Çıxarış var
271,Elmlər Akademiyası m.,3 otaqlı,3/17 mərtəbə,115 m²,312 000,AZN,2024-11-22,Təmirli,Çıxarış var
272,Memar Əcəmi m.,2 otaqlı,1/10 mərtəbə,76.8 m²,157 000,AZN,2024-08-20,Təmirli,Çıxarış var
273,Memar Əcəmi m.,2 otaqlı,12/17 mərtəbə,75.7 m²,169 000,AZN,2024-11-04,Təmirli,Çıxarış var
274,Sahil m.,2 otaqlı,9/15 mərtəbə,55.7 m²,225 000,AZN,2024-11-21,Təmirli,Müqavilə
275,Memar Əcəmi m.,3 otaqlı,9/17 mərtəbə,143.7 m²,279 000,AZN,2024-11-21,Təmirli,Çıxarış var
276,Qara Qarayev m.,2 otaqlı,8/17 mərtəbə,90 m²,189 000,AZN,2024-11-22,Təmirli,Çıxarış var
277,Nizami m.,3 otaqlı,8/22 mərtəbə,175 m²,415 000,AZN,2024-11-20,Təmirli,Çıxarış var
278,Xətai r.,4 otaqlı,16/19 mərtəbə,170.7 m²,295 000,AZN,2024-11-04,Təmirli,Müqavilə
279,Nəsimi r.,2 otaqlı,5/17 mərtəbə,80.7 m²,225 000,AZN,2024-11-16,Təmirli,Çıxarış var
280,20 Yanvar m.,2 otaqlı,14/20 mərtəbə,60 m²,158 000,AZN,2024-11-16,Təmirli,Çıxarış var
281,Elmlər Akademiyası m.,4 otaqlı,15/18 mərtəbə,151.5 m²,833 195,AZN,2024-03-13,Təmirsiz,Çıxarış var
282,Şah İsmayıl Xətai m.,4 otaqlı,9/15 mərtəbə,138 m²,350 000,AZN,2024-07-11,Təmirli,Çıxarış var
283,7-ci mikrorayon q.,4 otaqlı,6/12 mərtəbə,100 m²,270 000,AZN,2024-11-12,Təmirli,Çıxarış var
284,İçəri Şəhər m.,2 otaqlı,7/14 mərtəbə,56 m²,260 000,AZN,2024-11-05,Təmirli,Çıxarış var
285,Elmlər Akademiyası m.,3 otaqlı,2/14 mərtəbə,127 m²,425 000,AZN,2024-11-07,Təmirsiz,Çıxarış var
286,28 May m.,3 otaqlı,7/17 mərtəbə,80 m²,255 000,AZN,2024-11-22,Təmirli,Müqavilə
287,Ağ şəhər q.,5 otaqlı,5/6 mərtəbə,178 m²,850 000,AZN,2024-09-10,Təmirsiz,Müqavilə
288,Qara Qarayev m.,3 otaqlı,3/16 mərtəbə,136 m²,330 000,AZN,2024-07-26,Təmirli,Çıxarış var
289,Əmircan q.,2 otaqlı,7/12 mərtəbə,40 m²,76 500,AZN,2024-11-05,Təmirli,Müqavilə
290,Xalqlar Dostluğu m.,3 otaqlı,9/12 mərtəbə,130 m²,218 000,AZN,2024-07-12,Təmirli,Çıxarış var
291,8-ci mikrorayon q.,3 otaqlı,9/17 mərtəbə,90 m²,235 000,AZN,2024-11-12,Təmirli,Çıxarış var
292,Əhmədli m.,2 otaqlı,2/16 mərtəbə,67 m²,165 000,AZN,2024-11-09,Təmirli,Çıxarış var
293,Həzi Aslanov q.,4 otaqlı,6/16 mərtəbə,118 m²,240 000,AZN,2024-11-18,Təmirli,Çıxarış var
294,Nardaran q.,2 otaqlı,5/7 mərtəbə,100 m²,333 000,AZN,2024-11-22,Təmirsiz,Müqavilə
295,Yeni Günəşli q.,3 otaqlı,7/12 mərtəbə,131 m²,340 600,AZN,2024-11-16,Təmirli,Çıxarış var
296,Nərimanov r.,5 otaqlı,10/11 mərtəbə,270 m²,700 000,AZN,2024-08-07,Təmirli,Çıxarış var
297,Elmlər Akademiyası m.,4 otaqlı,12/20 mərtəbə,207 m²,477 000,AZN,2024-09-02,Təmirli,Çıxarış var
298,Şah İsmayıl Xətai m.,2 otaqlı,12/17 mərtəbə,80 m²,250 000,AZN,2024-11-05,Təmirli,Çıxarış var
299,İçəri Şəhər m.,4 otaqlı,11/17 mərtəbə,170 m²,465 000,AZN,2024-08-03,Təmirli,Çıxarış var
300,Elmlər Akademiyası m.,3 otaqlı,7/17 mərtəbə,145 m²,385 000,AZN,2024-11-07,Təmirli,Çıxarış var
301,Həzi Aslanov m.,3 otaqlı,18/18 mərtəbə,98.8 m²,108 000,AZN,2024-11-20,Təmirli,Çıxarış var
302,Bayıl q.,4 otaqlı,13/18 mərtəbə,230 m²,770 000,AZN,2024-08-23,Təmirsiz,Çıxarış var
303,Nəsimi r.,2 otaqlı,9/19 mərtəbə,57 m²,207 000,AZN,2024-10-13,Təmirli,Müqavilə
304,Əhmədli m.,3 otaqlı,15/15 mərtəbə,100 m²,250 000,AZN,2024-09-04,Təmirli,Çıxarış var
305,İnşaatçılar m.,4 otaqlı,14/25 mərtəbə,200 m²,399 000,AZN,2024-09-23,Təmirli,Çıxarış var
306,Masazır q.,3 otaqlı,2/11 mərtəbə,90 m²,103 000,AZN,2024-10-06,Təmirli,Çıxarış var
307,Elmlər Akademiyası m.,4 otaqlı,3/18 mərtəbə,150 m²,465 000,AZN,2024-11-10,Təmirli,Çıxarış var
308,Qara Qarayev m.,3 otaqlı,15/16 mərtəbə,126.5 m²,245 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
309,Şah İsmayıl Xətai m.,4 otaqlı,5/8 mərtəbə,180 m²,450 000,AZN,2024-09-29,Təmirli,Çıxarış var
310,Gənclik m.,2 otaqlı,17/21 mərtəbə,60 m²,185 000,AZN,2024-11-04,Təmirli,Çıxarış var
311,Gənclik m.,2 otaqlı,12/16 mərtəbə,83 m²,279 000,AZN,2024-11-21,Təmirli,Çıxarış var
312,Şah İsmayıl Xətai m.,2 otaqlı,16/17 mərtəbə,79 m²,265 000,AZN,2024-10-11,Təmirli,Çıxarış var
313,Nərimanov r.,3 otaqlı,3/15 mərtəbə,103 m²,258 000,AZN,2024-09-09,Təmirli,Müqavilə
314,Dərnəgül m.,2 otaqlı,3/14 mərtəbə,59 m²,148 000,AZN,2024-06-19,Təmirli,Çıxarış var
315,Həzi Aslanov m.,2 otaqlı,12/18 mərtəbə,58 m²,136 000,AZN,2024-11-22,Təmirli,Çıxarış var
316,İnşaatçılar m.,3 otaqlı,25/27 mərtəbə,103 m²,375 000,AZN,2024-06-26,Təmirli,Çıxarış var
317,Binəqədi q.,1 otaqlı,3/4 mərtəbə,40 m²,52 000,AZN,2024-10-24,Təmirsiz,Müqavilə
318,Əhmədli q.,3 otaqlı,3/6 mərtəbə,100 m²,215 000,AZN,2024-10-07,Təmirli,Çıxarış var
319,Nəriman Nərimanov m.,3 otaqlı,14/20 mərtəbə,157 m²,420 000,AZN,2024-10-16,Təmirli,Çıxarış var
320,Nəsimi r.,5 otaqlı,15/15 mərtəbə,214 m²,550 000,AZN,2024-10-22,Təmirli,Çıxarış var
321,Xətai r.,4 otaqlı,5/6 mərtəbə,166 m²,697 000,AZN,2024-11-22,Təmirsiz,Çıxarış var
322,Yeni Günəşli q.,2 otaqlı,3/4 mərtəbə,67 m²,118 000,AZN,2024-11-07,Təmirli,Müqavilə
323,Nəsimi r.,3 otaqlı,15/20 mərtəbə,165 m²,440 000,AZN,2024-11-22,Təmirli,Çıxarış var
324,Hövsan q.,3 otaqlı,5/9 mərtəbə,75 m²,96 000,AZN,2024-11-05,Təmirli,Çıxarış var
325,Elmlər Akademiyası m.,3 otaqlı,7/17 mərtəbə,163.3 m²,392 000,AZN,2024-11-22,Təmirsiz,Müqavilə
326,Hövsan q.,2 otaqlı,8/9 mərtəbə,59 m²,74 000,AZN,2024-11-18,Təmirli,Müqavilə
327,Bayıl q.,3 otaqlı,3/18 mərtəbə,118.7 m²,350 000,AZN,2024-07-29,Təmirli,Çıxarış var
328,Həzi Aslanov q.,2 otaqlı,8/17 mərtəbə,87 m²,172 000,AZN,2024-11-22,Təmirli,Çıxarış var
329,Həzi Aslanov m.,2 otaqlı,3/17 mərtəbə,56 m²,125 000,AZN,2024-11-03,Təmirli,Müqavilə
330,Neftçilər m.,2 otaqlı,18/19 mərtəbə,67 m²,159 000,AZN,2024-05-08,Təmirli,Müqavilə
331,Elmlər Akademiyası m.,3 otaqlı,3/16 mərtəbə,130 m²,428 000,AZN,2024-10-30,Təmirsiz,Çıxarış var
332,Həzi Aslanov q.,2 otaqlı,11/21 mərtəbə,80 m²,195 000,AZN,2024-11-17,Təmirli,Çıxarış var
333,Hövsan q.,2 otaqlı,5/7 mərtəbə,59 m²,72 000,AZN,2024-10-26,Təmirli,Müqavilə
334,Nəriman Nərimanov m.,3 otaqlı,7/16 mərtəbə,93 m²,259 500,AZN,2024-11-22,Təmirli,Müqavilə
335,Xutor q.,3 otaqlı,7/16 mərtəbə,135 m²,222 750,AZN,2023-02-25,Təmirsiz,Müqavilə
336,Nəsimi r.,3 otaqlı,15/17 mərtəbə,138 m²,370 000,AZN,2024-10-30,Təmirli,Çıxarış var
337,Yasamal q.,4 otaqlı,9/22 mərtəbə,123 m²,265 000,AZN,2024-11-16,Təmirli,Çıxarış var
338,Nəriman Nərimanov m.,3 otaqlı,8/19 mərtəbə,129 m²,235 000,AZN,2024-09-28,Təmirli,Çıxarış var
339,Nizami m.,3 otaqlı,8/15 mərtəbə,124 m²,310 000,AZN,2024-11-09,Təmirli,Çıxarış var
340,8 Noyabr m.,3 otaqlı,11/13 mərtəbə,107 m²,350 000,AZN,2024-04-07,Təmirli,Çıxarış var
341,Elmlər Akademiyası m.,3 otaqlı,12/16 mərtəbə,145 m²,292 000,AZN,2024-11-13,Təmirli,Çıxarış var
342,Yeni Yasamal q.,3 otaqlı,20/20 mərtəbə,104 m²,200 000,AZN,2024-11-22,Təmirli,Çıxarış var
343,Memar Əcəmi m.,2 otaqlı,8/18 mərtəbə,60 m²,160 000,AZN,2024-11-19,Təmirli,Çıxarış var
344,Şah İsmayıl Xətai m.,2 otaqlı,9/16 mərtəbə,90 m²,245 000,AZN,2024-10-22,Təmirli,Çıxarış var
345,Həzi Aslanov m.,3 otaqlı,16/17 mərtəbə,96 m²,185 000,AZN,2024-11-19,Təmirli,Çıxarış var
346,Həzi Aslanov q.,3 otaqlı,7/16 mərtəbə,84 m²,182 000,AZN,2024-04-18,Təmirli,Çıxarış var
347,Nizami m.,2 otaqlı,4/16 mərtəbə,80 m²,259 000,AZN,2024-09-04,Təmirli,Çıxarış var
348,Gənclik m.,3 otaqlı,8/16 mərtəbə,109 m²,293 000,AZN,2024-08-22,Təmirli,Çıxarış var
349,Şah İsmayıl Xətai m.,3 otaqlı,9/17 mərtəbə,83 m²,350 000,AZN,2024-10-23,Təmirli,Müqavilə
350,Şah İsmayıl Xətai m.,4 otaqlı,5/13 mərtəbə,143 m²,298 000,AZN,2024-09-23,Təmirsiz,Müqavilə
351,Xətai r.,4 otaqlı,7/8 mərtəbə,220 m²,814 000,AZN,2024-09-16,Təmirsiz,Müqavilə
352,Şah İsmayıl Xətai m.,3 otaqlı,15/16 mərtəbə,140 m²,360 000,AZN,2024-10-16,Təmirli,Çıxarış var
353,28 May m.,4 otaqlı,14/17 mərtəbə,217 m²,560 000,AZN,2024-09-24,Təmirli,Çıxarış var
354,8 Noyabr m.,3 otaqlı,3/17 mərtəbə,137 m²,330 000,AZN,2024-10-01,Təmirli,Müqavilə
355,Nərimanov r.,3 otaqlı,3/11 mərtəbə,111 m²,310 000,AZN,2024-10-14,Təmirli,Müqavilə
356,Nəsimi r.,2 otaqlı,17/17 mərtəbə,92 m²,295 000,AZN,2024-11-22,Təmirli,Müqavilə
357,Xalqlar Dostluğu m.,4 otaqlı,13/17 mərtəbə,178 m²,340 000,AZN,2024-10-27,Təmirli,Çıxarış var
358,Əhmədli q.,2 otaqlı,18/18 mərtəbə,65 m²,114 000,AZN,2024-11-05,Təmirli,Çıxarış var
359,Xətai r.,4 otaqlı,7/21 mərtəbə,200 m²,510 000,AZN,2024-05-21,Təmirsiz,Müqavilə
360,Neftçilər m.,2 otaqlı,11/13 mərtəbə,90 m²,199 000,AZN,2024-11-14,Təmirli,Çıxarış var
361,28 May m.,2 otaqlı,4/18 mərtəbə,114 m²,360 000,AZN,2024-06-05,Təmirli,Çıxarış var
362,Əhmədli m.,2 otaqlı,4/14 mərtəbə,55 m²,155 000,AZN,2024-11-21,Təmirli,Çıxarış var
363,8-ci mikrorayon q.,4 otaqlı,10/17 mərtəbə,166 m²,409 000,AZN,2024-11-11,Təmirsiz,Çıxarış var
364,Nəsimi r.,4 otaqlı,6/17 mərtəbə,123 m²,430 000,AZN,2024-11-22,Təmirli,Müqavilə
365,Elmlər Akademiyası m.,2 otaqlı,15/18 mərtəbə,98.9 m²,543 730,AZN,2024-04-03,Təmirsiz,Çıxarış var
366,Elmlər Akademiyası m.,4 otaqlı,8/14 mərtəbə,154 m²,410 000,AZN,2024-11-11,Təmirli,Çıxarış var
367,Yeni Günəşli q.,2 otaqlı,2/3 mərtəbə,59.4 m²,96 500,AZN,2024-09-08,Təmirli,Müqavilə
368,Nərimanov r.,3 otaqlı,8/17 mərtəbə,147 m²,295 000,AZN,2024-09-09,Təmirli,Çıxarış var
369,Elmlər Akademiyası m.,3 otaqlı,2/7 mərtəbə,81 m²,243 000,AZN,2024-11-11,Təmirli,Çıxarış var
370,28 May m.,4 otaqlı,7/18 mərtəbə,190 m²,795 000,AZN,2024-10-21,Təmirli,Çıxarış var
371,Gənclik m.,3 otaqlı,12/18 mərtəbə,145 m²,297 000,AZN,2024-11-02,Təmirli,Çıxarış var
372,Şah İsmayıl Xətai m.,2 otaqlı,5/5 mərtəbə,75 m²,300 000,AZN,2024-11-18,Təmirli,Müqavilə
373,Nəsimi r.,2 otaqlı,3/20 mərtəbə,54 m²,212 000,AZN,2024-10-20,Təmirli,Çıxarış var
374,Nəsimi r.,3 otaqlı,15/17 mərtəbə,138 m²,370 000,AZN,2024-10-29,Təmirli,Çıxarış var
375,İnşaatçılar m.,3 otaqlı,9/17 mərtəbə,104 m²,277 000,AZN,2024-10-14,Təmirli,Çıxarış var
376,Nəriman Nərimanov m.,3 otaqlı,12/15 mərtəbə,127 m²,419 000,AZN,2024-10-11,Təmirsiz,Müqavilə
377,Xətai r.,2 otaqlı,4/19 mərtəbə,88 m²,188 000,AZN,2024-11-08,Təmirli,Çıxarış var
378,Ağ şəhər q.,2 otaqlı,4/8 mərtəbə,82 m²,365 000,AZN,2024-11-06,Təmirli,Müqavilə
379,İnşaatçılar m.,3 otaqlı,13/21 mərtəbə,150 m²,274 000,AZN,2024-11-22,Təmirli,Çıxarış var
380,Şah İsmayıl Xətai m.,4 otaqlı,12/21 mərtəbə,266 m²,1 200 000,AZN,2024-10-03,Təmirli,Çıxarış var
381,Həzi Aslanov m.,2 otaqlı,2/16 mərtəbə,88 m²,150 000,AZN,2024-11-14,Təmirli,Çıxarış var
382,Neftçilər m.,2 otaqlı,11/14 mərtəbə,63 m²,150 000,AZN,2024-07-11,Təmirli,Müqavilə
383,Nizami r.,3 otaqlı,9/11 mərtəbə,130 m²,218 000,AZN,2024-11-22,Təmirli,Çıxarış var
384,Xətai r.,3 otaqlı,9/17 mərtəbə,155 m²,340 000,AZN,2024-07-22,Təmirli,Çıxarış var
385,Masazır q.,3 otaqlı,10/10 mərtəbə,96 m²,118 000,AZN,2024-11-04,Təmirli,Çıxarış var
386,Nərimanov r.,4 otaqlı,16/21 mərtəbə,170 m²,350 000,AZN,2024-07-25,Təmirli,Çıxarış var
387,Neftçilər m.,3 otaqlı,9/17 mərtəbə,133 m²,325 000,AZN,2024-11-22,Təmirli,Çıxarış var
388,İnşaatçılar m.,3 otaqlı,8/18 mərtəbə,111 m²,235 000,AZN,2024-11-11,Təmirli,Çıxarış var
389,Şıxov q.,2 otaqlı,3/11 mərtəbə,95 m²,220 000,AZN,2024-09-15,Təmirsiz,Çıxarış var
390,Şah İsmayıl Xətai m.,2 otaqlı,15/18 mərtəbə,110 m²,255 000,AZN,2024-10-26,Təmirli,Çıxarış var
391,7-ci mikrorayon q.,3 otaqlı,5/18 mərtəbə,125 m²,278 000,AZN,2024-08-02,Təmirli,Çıxarış var
392,Nərimanov r.,3 otaqlı,10/16 mərtəbə,105 m²,325 000,AZN,2024-08-15,Təmirli,Müqavilə
393,Azadlıq Prospekti m.,2 otaqlı,7/17 mərtəbə,100 m²,234 000,AZN,2024-10-20,Təmirli,Çıxarış var
394,Sahil m.,6 otaqlı,13/16 mərtəbə,302 m²,1 300 000,AZN,2024-11-06,Təmirsiz,Çıxarış var
395,8 Noyabr m.,2 otaqlı,12/18 mərtəbə,57.5 m²,148 000,AZN,2024-11-12,Təmirli,Çıxarış var
396,Şah İsmayıl Xətai m.,2 otaqlı,14/20 mərtəbə,91 m²,279 000,AZN,2024-10-29,Təmirsiz,Çıxarış var
397,Dərnəgül m.,3 otaqlı,8/10 mərtəbə,108 m²,210 000,AZN,2024-10-19,Təmirsiz,Çıxarış var
398,28 May m.,2 otaqlı,14/15 mərtəbə,75 m²,249 000,AZN,2024-11-20,Təmirli,Müqavilə
399,8 Noyabr m.,3 otaqlı,16/17 mərtəbə,143 m²,290 000,AZN,2024-11-22,Təmirli,Çıxarış var
400,Qara Qarayev m.,1 otaqlı,3/17 mərtəbə,52 m²,110 500,AZN,2024-11-15,Təmirsiz,Müqavilə
401,Xətai r.,4 otaqlı,4/7 mərtəbə,196 m²,625 000,AZN,2024-11-15,Təmirsiz,Müqavilə
402,Elmlər Akademiyası m.,3 otaqlı,27/27 mərtəbə,148 m²,368 000,AZN,2024-10-09,Təmirli,Çıxarış var
403,Şıxov q.,2 otaqlı,5/6 mərtəbə,92.3 m²,236 500,AZN,2024-11-03,Təmirli,Çıxarış var
404,Xətai r.,4 otaqlı,4/7 mərtəbə,209 m²,690 000,AZN,2024-10-14,Təmirsiz,Müqavilə
405,8 Noyabr m.,3 otaqlı,8/18 mərtəbə,142 m²,300 000,AZN,2024-10-18,Təmirli,Çıxarış var
406,Xətai r.,4 otaqlı,14/21 mərtəbə,220 m²,1 650 000,AZN,2024-11-21,Təmirli,Müqavilə
407,Gənclik m.,7 otaqlı,11/12 mərtəbə,400 m²,1 800 000,AZN,2024-10-09,Təmirli,Çıxarış var
408,Dərnəgül m.,3 otaqlı,8/10 mərtəbə,102 m²,256 000,AZN,2024-11-19,Təmirli,Çıxarış var
409,Həzi Aslanov m.,2 otaqlı,14/19 mərtəbə,65 m²,145 000,AZN,2024-11-19,Təmirli,Çıxarış var
410,Memar Əcəmi m.,3 otaqlı,9/12 mərtəbə,116 m²,232 000,AZN,2024-11-03,Təmirli,Çıxarış var
411,Nərimanov r.,4 otaqlı,6/7 mərtəbə,155 m²,444 000,AZN,2024-11-19,Təmirli,Çıxarış var
412,Həzi Aslanov q.,2 otaqlı,4/16 mərtəbə,66 m²,158 000,AZN,2024-10-19,Təmirli,Çıxarış var
413,Həzi Aslanov m.,4 otaqlı,16/17 mərtəbə,180 m²,305 000,AZN,2024-10-31,Təmirli,Çıxarış var
414,8 Noyabr m.,3 otaqlı,11/14 mərtəbə,104 m²,257 000,AZN,2024-11-22,Təmirli,Müqavilə
415,Nəsimi r.,3 otaqlı,16/17 mərtəbə,98 m²,285 000,AZN,2024-10-22,Təmirsiz,Çıxarış var
416,Xətai r.,3 otaqlı,3/7 mərtəbə,95 m²,220 000,AZN,2024-10-31,Təmirli,Çıxarış var
417,Bayıl q.,2 otaqlı,14/19 mərtəbə,77 m²,185 000,AZN,2024-02-15,Təmirsiz,Çıxarış var
418,Nərimanov r.,3 otaqlı,15/17 mərtəbə,138 m²,370 000,AZN,2024-11-16,Təmirli,Çıxarış var
419,Elmlər Akademiyası m.,3 otaqlı,8/10 mərtəbə,141 m²,440 000,AZN,2024-09-16,Təmirli,Müqavilə
420,Badamdar q.,3 otaqlı,6/16 mərtəbə,70 m²,153 700,AZN,2024-11-19,Təmirli,Çıxarış var
421,Nardaran q.,1 otaqlı,5/9 mərtəbə,57.5 m²,166 000,AZN,2024-11-07,Təmirsiz,Müqavilə
